,Unnamed: 0,cool,date,eliteStatus,friends,funny,location,name,phone,ratings,review,reviewHistory,useful,userlink,username
12629,268,,4/22/2012,,58,,"Manhattan, NY",Leng Thai,7189567117,2.0 star rating,"I've ordered from here before, and enjoyed what I have received.  However, when I attempted to order tonight - after waiting for an hour for my food to arrive, I finally decided to call and check on the order.  After being placed on hold for 15 minutes, and being transferred between 3 different people who could not pull up my order, someone finally informed me that I needed to wait another hour to receive my food as a delivery person was not available.  He also mentioned that I needed to be patient as it was the weekend and they were very busy.  Personally, I don't believe 9PM on a Sunday would bring such heavy ""weekend traffic"" that deliveries would get pushed so far back. Also, there is a horrible rain storm outside - you'd figure delivery would be the first option.  When I told him I wanted to cancel the order, he gave me a lot of attitude and again stated his line regarding ""patience.""  I'm very frustrated as they have good food, but with this kind of poor customer service, I will likely never order from here again.",1,2.0,/user_details?userid=m4i-9QsTMCFrtcu1qu7PZA,Talia M.
12630,269,,8/9/2009,,1,,"Hoboken, NJ",Leng Thai,7189567117,4.0 star rating,"You have to try the Vietnamese Ravioli (it's more like a summer roll), it's amazing!The decor is beautiful, the staff is sweet, and the food is fantastic and authentic.  It's my favorite Thai place in Astoria, and I'm half Thai!",47,,/user_details?userid=xm3sDp84rIQVi0-9TRVs1A,Aura S.
12631,270,,10/15/2010,,79,,"Chicago, IL",Leng Thai,7189567117,4.0 star rating,"I've finally found a delicious Thai place in Astoria... thank God! Went here for dinner Saturday night and I couldn't believe how NOT busy they were. We ate out back on the patio and it was kind of cold but the powerful heat lamps alleviated the situation. The outdoor area is SO cute. The menu was pretty extensive, I got a REALLY spicy beef dish that was quite delicious. I really need to go to order some takeout soon - this will definitely be my go-to place in Astoria.",333,1.0,/user_details?userid=lgmHZdsf2kbKg7O3muR6Zw,Melissa M.
12632,271,,10/31/2009,,6,,"Hyde Park, NY",Leng Thai,7189567117,5.0 star rating,"Hi Folks,Travel from Bayside for the Leng's lunch.  Basically we only order a couple of items, like the veggie massaman curry (wait, they may not have that exact dish .. but they have some comparable veggie dishes) and it is almost always very fine. What is amazing on the lunch menu is the salad that comes with .. it is like a meal in itself, with the peanut sauce or whatever they put on it..  While I really like a few Thai restaurants in the region (Onzon in Bellmore, LI  is one) most are only good, and no one else in any oriental food land gives you I know gives you the greens like Lengs. (At dinner you don't have this super bonus, but everything is still excellent.)While the main dish may not blow out the competition, (which is fierce in LIC, Elmhurst, Woodside) it is definitely excellent and the patio and incredible lunch makes this a must-go. Service can vary, from excellent to language struggle, but it doesn't really matter, they do care.  I tend to go at lighter times, when they are not too busy.Shalom,Steven",26,,/user_details?userid=OaVq3810FaETHswKRbx5og,Steven A.
12633,272,,7/15/2010,,2,,"Wellesley Hills, MA",Leng Thai,7189567117,4.0 star rating,"I came here for lunch the other day--the menu listed about 10-15 noodles and curry items for $7 each for lunch special(comes with salad or soup), so I didn't expect much for mere $7, but they give you a pretty big portion. so the quality of the food? I tried the Kee Mao and some duck broth dish and both were slightly below what I expected..maybe it's just the dishes that we ordered, but I also got the crab and shrimp pancake with peanut sauce and that was better, but still not amazing. What I did like was the big delicious salads that come with your lunch meals and the sauces on them. This place gets points for interior decor(so far cutest thai restaurant in the area), outside garden seating area, cool bathroom, and the price. It loses stars for mediocre food.",55,2.0,/user_details?userid=rcJ2-mCr3FUIogy0OyKtrQ,Alisa K.
12634,273,,7/9/2009,,11,,"Long Island City, NY",Leng Thai,7189567117,3.0 star rating,"We've eaten at Leng Thai four or five times now. I still think the food is average*, but it is very nice inside and would be a good place for a date. 2 stars for the food + 4 stars for the ambiance = 3 stars.*on our last visit, both our dishes were too oily, and the papaya salad wasn't even remotely spicy. Others in our party were happy, though",255,,/user_details?userid=tw3OYVmWMzL7cXaxGoLe3g,Kurt A.
12635,274,,4/12/2011,,73,,"Astoria, NY",Leng Thai,7189567117,4.0 star rating,Love the decor of this place and the backyard seating option. The food was delicious and prices are very affordable.,431,,/user_details?userid=uRzy7KZwZk0Ujhlhsedlhg,Romana Claretta H.
12636,275,,9/13/2011,,2,,"New York, NY",Leng Thai,7189567117,5.0 star rating,"I LOVE this place. I just wish I lived a little closer so that they can deliver and the food wouldnt be cold. But that's okay, making the trip here is probably better because otherwise I would get their food every night. Everything I have tried here has been amazing. My stand out favorite is the duck roll. It is listed as a small plate, but it is almost like a wrap with duck and vegetables inside. It is cut into 8 pieces and is out of this world. I also love duck, so i may be biased. We usually get a few dishes and share so that we can have a little bit of everything. Their drinks aren't that bad either.",38,,/user_details?userid=waGWFLU2ljGui2vQNae0fw,Chris H.
12637,276,,10/11/2011,,8,,"LONG ISLAND CITY, NY",Leng Thai,7189567117,4.0 star rating,Been here a few times. Great aesthetic and cute backyard Zen area to look at when dining in. Food is good - nothing spectacular but definitively consistent.  Decent prices,12,,/user_details?userid=wl-HNile8WloYVyOA_At9g,Naeema A.
12638,277,,9/15/2010,,4,,"Astoria, NY",Leng Thai,7189567117,3.0 star rating,"Very very big portions, but the food wasn't the best.  Very basic pad thai but I agree with the other reviewers that after a while it was just blah.  A bit more pricey than the other places in the area.  Might go back and try something else, but not thrilled with the pad thai.",14,1.0,/user_details?userid=Xe5pr3n_Mgod7mEfw7OkKg,Suzy Q.
12639,278,,2/6/2011,,42,,"Flushing, NY",Leng Thai,7189567117,4.0 star rating,"Came here on my lunch break after reading seeing it pretty highly rated for 30 reviews(this was awhile ago). I must say this is the best Thai food I've had outside of the city. The service is always good and the inside is nice. I come here about once a week now, so all the waiters know my preferences. Since it's become so popular, the quality of the food has gone down a bit but it's still good. I'm a little surprised but it seems they got a ""B"" from the DOH.. yet I still eat there. I do wish they would correct this but I've over-looked this since I enjoy their food that much.",60,,/user_details?userid=Nbi20f6qIMRYhFgBAgAJag,Katherine L.
12640,279,,8/16/2010,,2,,"New York, NY",Leng Thai,7189567117,4.0 star rating,"Jungle Curry. Why is it called this? Not sure--maybe it's a recipe from the jungle, or maybe it brings out the animal in you. All I know is that it is delicious, nutritious, and so spicy even the strongest will be tearing up. I highly enjoyed my food. But what really did it for me was the ambience. There is this magical purple-hue garden seating area in the back with these 20 foot bamboo shoots and lanterns. Transports you to another land. I'd go back--and I don't even like going the same place twice.",76,1.0,/user_details?userid=xvpNqQ6WCrxKbJRr51vMIw,K K.
12641,280,,7/18/2011,,7,,"LONG ISLAND CITY, NY",Leng Thai,7189567117,4.0 star rating,"The pad thai and the vegetable spring rolls are REALLY good. I always get the pork pad thai and Leng never, ever, ever disappoints. Plus, their portion for pad thai is huge. Comes in this big box that probably weighs 2-and-a-half pounds. I would highly recommend this for any thai food fans out there.",15,,/user_details?userid=sApHeoQz484BPfsJLtZK_A,Jay A.
12642,281,,4/24/2012,,59,1.0,"Astoria, NY",Leng Thai,7189567117,5.0 star rating,Excellent food for a good price.,11,,/user_details?userid=KRETiybzCUtQGdF1tQMXCA,Sean H.
12643,282,,4/3/2012,,0,,"ASTORIA, NY",Leng Thai,7189567117,2.0 star rating,"I ate there with my friends a few times and the food was ok.  However, don't ever get take out.  They are terrible at packing.  All my food was ruin from top to bottom.  I called to complain but the guy who answered the phone didn't care.   NEVER GO BACK.",2,1.0,/user_details?userid=y1BlBwB6rumq1RmBr6-QCg,Amy T.
12644,283,,9/1/2009,,0,,"Queens, NY",Leng Thai,7189567117,5.0 star rating,"This newbie far surpasses every Thai I've eaten at before. Well done to to this family owned and operated new neighbor. The decor is bright, rich and personal. The food cheaply priced, not oily, generously portioned and consistent. The drinks are interesting and well done. Leng offers a $7 weekday lunch prix fixe menu which  is a steal. At the weekend they offer pomegranate mimosas-Yum! Lastly, I love the back patio with it's tall trees, bamboo siding and flowers galore. Go there, and bring your friends!",10,,/user_details?userid=ImRpvleG-TO38QuEupl-vg,John S.
12645,284,,4/2/2012,,0,,"ASTORIA, NY",Leng Thai,7189567117,1.0 star rating,"on sunday night they refused to sit us in a comfortable area, we were party of 2, and the only table of 2 was in the middle of the floor. there was 3 open tables for party of 4 in an area that would be private for me and my girlfriend but they wouldnt give us those sits.  (it was sunday night 9pm, and the restaurant was half empty!!!)told us it would be 20 minutes wait. and it was my 1 year anniversary.im completely disguised by the display of ruidness and i will never go back there again.thanks god, astoria is full of good thai restaurants and we were able to enjoy good thai food  in harmony.shame on you",4,1.0,/user_details?userid=RUj68zFVHDeTIy_FzC2wPg,Lukas G.
12646,285,,8/29/2011,,0,,"Astoria, NY",Leng Thai,7189567117,4.0 star rating,Great Thai place!  All there food is cooked very well and if you are lucky enough to eat there you should sit outsiden in the back!.  Very cool place!,11,,/user_details?userid=mcMDIfkECh6h8cF38ayQiA,michael n.
12647,286,,4/21/2011,,4,,"Brooklyn, NY",Leng Thai,7189567117,4.0 star rating,Delicious thai selections that vary from standard curries to more off-the-beaten path specials.  Portions are large - a lot of bang for your buck.  The backyard garden is stunning.,38,,/user_details?userid=ctGRX5VRBTEGDi0A-juylw,Rebecca A.
12648,287,,10/26/2012,,0,,"ASTORIA, NY",Leng Thai,7189567117,4.0 star rating,"Good food, good service, nice ambiance.  My go-to choices are red curry duck, green curry chicken, or the usual pad thai.  Don't forget to ask for the crunchy stuff (I never remember what it's called so I just call it that - they'll know) when you are seated if they don't automatically give it to you.",14,,/user_details?userid=MdRJoa9mwNQtzzgKMSb12g,Dan B.
12649,288,,1/28/2009,,34,,"Cheshire, CT",Leng Thai,7189567117,4.0 star rating,"There are a lot of Thai places within a couple of blocks of Leng.  But forget that, go to Leng.  The food is good, presentation is creative and the staff is attentive.  And it's just a nice place.  FYI, the crispy duck salad is great and the bar is respectable.  This place shines in the summertime with the nice back garden, but have to say, it's one of the few restaurants in Astoria that I would rely on to impress out-of-towners (and friends from Manhattan).  A great word-of-mouth score that you enjoy sharing with others.",8,,/user_details?userid=9NRlj50Z7PWm-G96zdwUXw,Michael C.
12650,289,,7/19/2009,,1,,"Queens, NY",Leng Thai,7189567117,5.0 star rating,"Definitely one of the best Thai restaurants in NYC - the food is great, the service is excellent, and so is the drink selection (their Thai iced tea is prepared JUST right).For those who aren't into spicy food I strongly recommend the Jap Chae, but pretty much anything you eat here will leave your taste buds satisfied. Overall, the prices are relatively inexpensive, and the atmosphere (both indoors and the outdoors patio) are great.I'll be coming back to Leng again and again.",2,,/user_details?userid=-92zjWU8RvNeHeoQWs6N1A,Renan L.
12651,290,,12/15/2010,,14,,"Virginia Beach, VA",Leng Thai,7189567117,5.0 star rating,I haven't had anything here that wasn't amazing.  try the homemade kimchi if you're into that sort of thing.,49,,/user_details?userid=oYKv9azPfChE1PMLBXJ2FA,Jake B.
12652,291,,1/25/2011,,21,,"Central Islip, NY",Leng Thai,7189567117,3.0 star rating,"Very nice atmosphere. It's a bit tiny, and was very loud....but that's expected on a Saturday night. The food was pretty good, not the best, but it was satisfying. Portions are big and very fresh ingredients. The service was ""okay"". They weren't really around when you needed them, but luckily we weren't in a rush to go anywhere. Overall, I would go again.",19,,/user_details?userid=G0_hAbAAtfOxThB95GGVQQ,Jo T.
12653,292,,3/15/2011,,16,,"Astoria, NY",Leng Thai,7189567117,5.0 star rating,The lunch special is to d-i-e for.  The portions I received makes me feel like a damn robber!,9,,/user_details?userid=sa72XvxeTi6m7MNC3gk1Dg,Rafael P.
12654,293,,3/1/2011,,131,,"Brooklyn, NY",Leng Thai,7189567117,1.0 star rating,"Terrible!  Coming from California where asian cuisine is at its finest, it seemed like a no brainer trusting a New York's palate...this was the worst Thai food ever",13,,/user_details?userid=8x28D5DahvRFdpbaPQHG9g,Matthew P.
12655,294,,1/18/2011,,1,,"New York, NY",Leng Thai,7189567117,4.0 star rating,"This is pretty much the only spot I order takeout from when I'm at work. I always order the Khao Pad Keemao lunch special (Spicy Sauteed White Rice with Chicken, Onions, Chill and Basil). The food is amazing and comes served in cute little cardboard boxes. With the lunch special they include a little side salad but I can't comment on the taste since I always give it away. I order on SeamlessWeb and my food comes in about 10 minutes even though I work 7 blocks away.",29,,/user_details?userid=kMULFg03WzggAlwec-sl8g,Kay M.
12656,295,,8/29/2010,,2,,"Pasadena, CA",Leng Thai,7189567117,5.0 star rating,"This is my all time favorite Thai place! The decor is beautiful. The patio is lovely. The staff is ALWAYS amazing. The food is affordable AND delicious. My #1 reason I love Leng is the complementary sweet and sour puffed sticky rice (I have no idea what it actually is, but that is the only way I can describe it) that is soooo amazing and always ruins my appetite, but in a good way. My favorite dish is the Massaman Curry and the Pad Se Ew (I think they might spell it differently on their menu).",13,,/user_details?userid=2Lh5MjqOfyGgFtOs4Rf18Q,Meryl E.
12657,296,,9/28/2010,,7,,"ASTORIA, NY",Leng Thai,7189567117,3.0 star rating,"I have been to Leng twice in the past month. I really liked the decor of the restaurant and the garden in the back is really cute and nice for lunch. The waiters are pretty nice too. However, the food is mediocre.Brunch: The brunch special was what lead me to try this place. The brunch special came with a free alcoholic drink (beer or promengrate & champagne). My boyfriend ordered a pad thai, which I thought was pretty good. I ordered a chicken and veggie dish (had pineapples though) -- I cant remember the name and that was okay. Dinner: My boyfriend ordered the jap chae, which was a bit oily but not too bad. I ordered the Gai Yang Tra Kai (grilled marinated chicken with lemongrass, papaya salad and sticky rice). They were both mediocre. Bottom line, it's not the best thai food out there but i like the decor & staff is nice.",24,,/user_details?userid=mTTQUFtET0eb4Zpjx3Vd3Q,Gloria K.
12658,297,,8/13/2010,,22,,"New York, NY",Leng Thai,7189567117,4.0 star rating,Love the decor. I'm Thai and I can say that this restaurant is not bad at all. We will definitely go back. Love the huge portion that I rarely find in other Thai restaurants.,28,,/user_details?userid=x5J0wt87Bjzq29fYdD8UMQ,Titcha H.
12659,298,,1/6/2010,,24,,"Astoria, NY",Leng Thai,7189567117,4.0 star rating,"This place is a treat. The decor and ambiance is a perfect fit as well as the outdoor patio.  The staff is very courteous and the food is always great, especially their appetizers.  Though it can be pricey, Leng is worth it!",82,,/user_details?userid=QdKToLPaIe9Q2D-4u6j8uA,Christine P.
12660,299,,7/3/2009,,25,,"New York, NY",Leng Thai,7189567117,5.0 star rating,"nom nom nom nom.  Oh man, I seriously can't get enough of Leng.  I have become quite the Thai enthusiast over the past few years, and finally a place that fits the bill has opened close to home.  I found this place last week and have eaten there twice already.   The ambiance, decor, service, etc. is all amazing and it's really a nice place to have a relaxing and delicious dinner out without going into manhattan.",146,1.0,/user_details?userid=ipVgMrHl8ogb63UP7XDoww,Elizabeth P.
12661,300,,9/2/2010,,12,,"New York, NY",Leng Thai,7189567117,5.0 star rating,"Amazing Thai food. Whether dining in or taking out I've always had a pleasant experience with them. They have an awesome outside area that is extremely chic but casual. Their prices are very cheap- $10 for shrimp pad thai, and the portions are huge! In addition to the delish food, the service is always great and the people are very polite.",12,,/user_details?userid=360R46GexKiBeptK5QNFEQ,Lori F.
12662,301,,8/25/2010,,0,,"Astoria, NY",Leng Thai,7189567117,5.0 star rating,"This place was fantastic! I took my girlfriend here for our two year anniversary and let me tell you, the night was perfect. The food was excellent. We were celebrating so we figure hey, lets go nuts. We ordered two appetizers, two entrees and about six mixed drinks. Including tip it came out to about 85 bucks. The outdoor seating was great, it was a beautiful night. The lighting was very mellow and relaxing, the servers were prompt and polite and they didn't bother us by handing me the check once we were done eating.  I thought the price was extremely low considering the ammount of food we had,the quality and the ammount drinks. I can't wait to go back. Make sure you get the shrimp dumplings, they are about the size of a tennis ball!",3,,/user_details?userid=B8eGiCzkkHaoOkB_gj5Cog,Angel R.
12663,302,,10/5/2010,,25,,"New York, NY",Leng Thai,7189567117,4.0 star rating,"Very nice staff, large portions of quality food for great price. winner.",42,,/user_details?userid=7dmLOHbV0LJL5rhhTnDxjQ,Vitor L.
12664,303,,3/22/2008,,0,,"Beacon, NY",Leng Thai,7189567117,4.0 star rating,"I'll second Andre. Saw some good reviews on Chowhound and decided to give it a try. Had the Crispy Duck with Soy Tamarind Glaze. Really delicious.I think a good indication of a Thai place is their rice. If they take the time to make something good out of what could easily be an after thought, it's a good sign.  Leng's rice was fragrant and very tasty.Went in for takeout but got a decent look at the dining room. It's much nicer than I expected for the area. Dim and romantic, nice decor. The staff was very nice. When I don't feel like heading our to sripraphai I'll be coming here. Give them a try.",16,,/user_details?userid=04pMlPhXBUdJmuBErH4AyA,jeff h.
12665,304,,8/28/2010,,0,,"New York, NY",Leng Thai,7189567117,5.0 star rating,"As usual, a quick search of yelp yields good results. I was nowhere in LIC and wanted some good food. Indian didn't seem like an option, so I thought Thai. Holy smokes what a great idea. Yelp lead a buddy and me to Leng, so farther best Thai food I've had to date. Born and raised in nyc, that says a lot. There was so much food, and it was so good, and reasonably priced, it was fantastic. Two ppl eating everything we could, including two cocktails, two beers, two bottles of water was only 100.00. You can certainly eat for much less if you are less glutenous. I would highly recommend this place over and over. And if you like spicy, they actually do it right!",8,,/user_details?userid=UFS_b80VW0C9Lq2OJ45sBw,Robert R.
12666,305,1.0,11/22/2008,,462,,"Long Island City, NY",Leng Thai,7189567117,4.0 star rating,"Really wonderful design of the space, and the backyard is lovely.  The food is a real mix of Asian cuisines though I have stuck to their Korean options, the Bul Go Ki especially, really quite nice.",286,2.0,/user_details?userid=6SwldHf9OwBJGDt1gF4h3w,Dirk M.
12667,306,,10/19/2009,,45,,"Astoria, NY",Leng Thai,7189567117,3.0 star rating,"It was rather disappointing in my opinion. Nice patio space, nice restaurant- great place to go to eat, tons of space. The food however didn't excite me a whole lot. It was very heavy on the beef and seafood- much less so on chicken. This is not your traditional Thai place, that's for sure. The flavors are there, but the comforting standbys are gone. I had a beef dish that had basil leaves. The beef was a little tough and the basil flavor almost not present at all. A bit of a disappointment. I think this may have been the case of myself just ordering the wrong things. Everyone else seemed to love it, but I don't know. It just didn't go over well with me.",366,,/user_details?userid=UmG10zkZSTxO9bdz0NnPWw,Aaron K.
12668,307,1.0,1/2/2009,,5,1.0,"Brooklyn, NY",Leng Thai,7189567117,1.0 star rating,"I tried Leng probably around the first month it was open after reading such high reviews about it. My ""go to"" place is usually Benjamas, I have found they have the most authentic Thai in the area, I have tried pretty much all the Thai places in Astoria. I used to live in Astoria for about 2 years  and moved from a city with a HUGE population of Thai. I am of Asian decent myself and my best friends growing up were all Thai. So I guess I have to warn you that I am a bit pickier then most when it comes to Asian food, especially Thai food. First I'll say what I did like about Leng. I found that it had great ambiance, I love how it's decored. At first I even thought that it was cool to have the kitchen in the dining room, but about 1/2 way through the meal I started to dislike it a bit. The reason being is mainly the noise, all of the cooking was a bit noisy, maybe it was because i was sitting directly in front of where the chef was stir frying? Also, even with the ventilation they had, I could smell just about every dish they were making back their which was a bit distracting. The atmosphere is great but it's probably the only thing I liked about Leng besides the service (my waiter was really friendly and prompt). I have to say that Leng's shouldn't have ""authentic Thai"" in their title. Nothing I tasted was Authentic Thai. The food wasn't bad, but it wasn't great either. I just felt it wasn't as authentic as I like Thai food to be. It tasted more like ""Americanized Thai"", or even Chinese food to me which makes sense since their menu seems to be more of an Asian Thai ""Fusion"". The thing that pretty much sealed it's fate in my mind in terms of the food was the papaya salad and the sticky rice. The papaya salad wasn't spicy at all and it really should be at least a little bit. I couldn't even taste the fish sauce in it (fish sauce is the most important ingredient in papaya salad next to the actual papaya!). The sticky rice was NOT sticky rice. The point to sticky rice is that you eat it with your hands, it's supposed to be sticky, but firm enough to form into a ball so you can dip it in your food, it's a finger food. Leng's sticky rice was nothing more then jasmine rice that was cooked using too much water. It's pretty hard to mess up papaya salad and sticky rice, even I can make them. Maybe I went on an off day I don't know ???? Both are Thai staples that you will find served daily with meals in ANY Thai home, so the fact that both were done so poorly makes me not want to go back. I will give it stars for service and atmosphere. The menu was big also which is a plus, but if I want ""authentic Thai cuisine"" I will stick to Benjamas.~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~UPDATE: I have taken away yet another star....Despite my warnings, I got talked into trying it again by a friend...It was late on a Friday night and they were one of the only places still open after 11pm and she hadn't tried it yet. I forgot the name of what I ended up ordering (yes it was that unmemorable), it was supposed to be a sliced chicken breast with some sort of sauce on top. The only part of the meal that WAS memorable (not in a good way) was the fact that there was so much water on the plate that I had to drain it into my glass of water before I could even attempt to eat.... It turns out that instead of grilling the chicken, or even pan frying it, they boiled it and obviously didn't properly drain the water (hence the lake of water on my plate). The water ended up just diluting any sauce on the chicken, which in turn made it taste like boiled bland chicken....Needless to say, it was pretty gross...The worst part is that my waiter saw me tilt the whole plate into my glass to drain the water and didn't even bother coming over to see what the problem was.. As a matter of fact, he didn't come back even once to check on us, or ask how the food was.  We only saw him when he dropped the bill off. Even then, he said nothing as he took away our plates full of uneaten food (my friend had the cashew chicken wich was equally as bad). Once again, I probably should've taken more of an effort to express how much I disliked my dish, but why? I won't allow myself to be talked back into trying Leng again...",36,1.0,/user_details?userid=pg6_s1dliuYRB4SGT45jyQ,Lena L.
12669,308,,4/4/2012,,0,,"New York, NY",Leng Thai,7189567117,4.0 star rating,"My fiance and I order takeout quite frequently from this place and have eaten at the restaurant a few times.  Their portions and prices are better than the other Thai places in the neighborhood.  Some dishes are better than others.  We normally get the pad thai, larb gai, and tom yom gong soup.",14,,/user_details?userid=1DAwqEKtLhw9kLAEcxZdSw,Marlene A.
12670,309,,3/15/2009,,67,,"Port St Lucie, FL",Leng Thai,7189567117,5.0 star rating,"Amazing food, amazing atmosphere and great Sake!",24,1.0,/user_details?userid=KXAsyg0o1FdfbEQ4CIv8MQ,Ashley A.
12671,310,3.0,8/11/2008,,13,,"Astoria, NY",Leng Thai,7189567117,4.0 star rating,"I planned my birthday dinner here based on reviews I read on Yelp. The decor and ambiance were great - especially the patio which was so pretty. It was raining on and off, so they were hesitant to seat us outside, but the entire back wall is a sliding glass door so once it's opened you are one with the patio. The food was good - we all were happy with our dishes - and they sang a fun rendition of the Happy Birthday song when they brought out the cake we had supplied (there is a $10 cake fee, though). Prices were low, making this a great experience for the money.",29,3.0,/user_details?userid=I-IzjzrYEXIIpp0FBFUIzA,Linda P.
12672,311,,10/13/2009,,5,,"Astoria, NY",Leng Thai,7189567117,3.0 star rating,"I really haven't had great Thai in Astoria.  I would likely go back here to try another dish, but the crispy duck wasn't doing it for me.  The prices seemed a bit steep for the type/quality food we received.",48,,/user_details?userid=Q9zSqgbDPmfOuwlI17TF5Q,Nick E.
12673,312,,6/9/2009,,25,,"Charlotte, NC",Leng Thai,7189567117,5.0 star rating,"I really liked Leng. Was a little mad at myself for not trying it sooner, but seriously, this was probably one of the better establishments in all of Astoria. Service was WAY outside of the Astoria norm. (They were NICE)! They explained what was on the menu and the food was quite tasty. Not sure if there was anything I'd offer in terms of a recommendation - this place should stick around for awhile, because people feel welcome there and the food is genuinely tasty. I like that the owner (older asian guy) is often standing at the door when you leave - so if there is a problem, you can tell him directly!",127,,/user_details?userid=GtMg9Ooc2ykPD0OV5P3pzw,Josam R.
12674,313,1.0,11/30/2008,,0,,"Long Island City, NY",Leng Thai,7189567117,4.0 star rating,"Excellent, modern Thai restaurant with huge portions and great service. The patio is spacious and there's a pretty Christmas tree outside. I enjoyed my lemongrass soup and spicy green curry with chicken; dinner partner had vietnamese rolls to start and then went for a noodle dish that wasn't greasy but very filling. This is a great date restaurant as it is dark inside and cozy. Highly recommend! Although frankly I ordered something that was ""Thai spicy"" and it wasn't all that hot... but I am used to hot Korean food.",117,1.0,/user_details?userid=pkb4ggDyy0r4KxdJpjgFgw,C J.
12675,314,,9/8/2009,,6,,"Astoria, NY",Leng Thai,7189567117,4.0 star rating,"just to know that i live down the block from this place is AWESOME! the place is very cute, inside as well as super cute patio outside,, first date worthy!!! ;)pad thai --good, spring rolls(gross!i actually spit mine out! maybe they were having a bad day!lol)",35,,/user_details?userid=A55yjHwvuiVc6z2kTu7cfg,Viktoria i.
12676,315,,2/13/2010,,1,,"Dana Point, CA",Leng Thai,7189567117,1.0 star rating,"This place was recommended by a friend, but I was VERY disappointed. The food took a very long time to arrive and when it did it was not good. I ordered a tofu plate and my friend had a beef plate. I don't remember the exact names of the plates because I've been trying to forget my experience at Leng. In both of our plates we had this red sauce that pretty much tasted like seasoned ketchup. NOT GOOD! I've traveled all over Thailand and let me tell you I've never had glamorized ketchup with any of my dishes.",6,,/user_details?userid=yuV_xa4niNd7SSKwBJqVqQ,D L.
12677,316,1.0,7/18/2008,,80,1.0,"Astoria, Queens, NY",Leng Thai,7189567117,5.0 star rating,"My partner and I had dinner at this place when it first opened and have been going there since. We used to be partial to Thai Pavilion, but since this place opened, we go back and forth. The outside patio is great and the food is very good. They have a pomegranite lemonade that is incredible.",136,2.0,/user_details?userid=YjSsAcqjgTsUQaGc_h1e8g,Devin N.
12678,317,,1/13/2012,,0,,"College Point, Queens, NY",Leng Thai,7189567117,2.0 star rating,"I'm eating Cee Euw (aka pad see ew in other places) that I just ordered via delivery from Leng Thai. Kudos to them for a speedy delivery, but this Cee Euw sucks. It's bland and really disappointing. As the two stars say: Meh. I've experienced better. Will not order from Leng Thai again!",14,,/user_details?userid=THL8YGNIWzyz0KEH3Z923g,Christina L.
12679,318,,3/4/2011,,44,,"Long Island City, NY",Leng Thai,7189567117,3.0 star rating,ordered in the khao pow sapparod and there was zero pineapple or carrots.  :(,230,,/user_details?userid=rnbtjrCgKS3-T7n0mrrBqg,Christina V.
12680,319,1.0,5/21/2008,,24,1.0,"Long Island City, NY",Leng Thai,7189567117,4.0 star rating,"One of my favorite things about this new Astoria eatery is that there are two enormous and adorable pictures of the owner's grandparents hanging on the wall, watching over things. Apparantly the meals are based on family recipes. Interesting popcorn appetizer, delicious seafood noodles, friendly service happy to uncork your bottle of wine...I imagine they are satisfied with what they see.",39,2.0,/user_details?userid=58phrCbASUfiyTXaPjHK4g,Melissa C.
12681,320,,11/19/2012,,0,,"ASTORIA, NY",Leng Thai,7189567117,4.0 star rating,"this spot is really cool especially during the warmer months when you can sit in the outdoor area. thai food here closely resembles what you would actually taste if you were in thailand. def a place to check out, just remember they have a minimum price per person for dinner (i think just on fri/sat).",19,,/user_details?userid=2YQGh8g0ZcqKRVYc3R3iZw,Christina B.
12682,321,1.0,4/25/2008,,46,1.0,"San Francisco, CA",Leng Thai,7189567117,4.0 star rating,"this place just opened up maybe a couple months ago, and me and my bf went there once, as well as ordered delivery once.it's nicely decorated inside - i think the back area is probably nicer, but we sat in the front.  i believe there is also an outdoor patio in the back for when it's nice out.when we were dining there, they hadn't gotten their liquor license yet, but they said you could bring your own wine.  there was a couple next to us where the guy did run out and get some wine and brought it back.  but, the restaurant didn't have wine glasses, so they were drinking it out of regular glasses.i remember they served a free appetizer of some sort - it was like a fried sweet noodly thing that i had never had before.  it was okay, just kind of weird.when we ate there, i had ordered some kind of duck dish - and was kind of disappointed.  it basically tasted like duck with a bunch of hoisin sauce on it.  but, when we ordered delivery, i did get the pad thai, and the portions were pretty large, and it was pretty good.so far, i think this place is pretty good.  i want to try out some more of their menu.",33,2.0,/user_details?userid=qfGIARKiUwB3Q28vqD4ahQ,Alan W.
